Ticker,Nome,Tipo,Setor,Preço,Target Price,Upside,Score,Rating,ROE,ROIC,Margem EBITDA,Dív. Líq./EBITDA,P/L,EV/EBITDA,Div. Yield,Cresc. Receita,Vol. Médio,Ret. 3m,Ret. 6m,Score Macro,Score Qualidade,Score Valuation,Score Momentum,Score Governança,Método Val.,NIM,Cost/Income,CET1 Proxy,NPL Proxy,P/BV,Cresc. Carteira,PDD/Lucro,Fonte CET1,Fonte NPL,Dados Ref.,Dados Fonte,P/VP,Spread CDI,Consist. Div.,Tipo FII
KEPL3,KEPLER WEBERON      NM,Ação,outros,6.5,7.08,0.0898,44.8,Neutro,0.19634001,0.16899659608030343,0.18481782191505067,-0.012180776519964855,7.6470585,5.482,0.083077,-0.06365971166370565,1277730.0,-0.1602066935124763,-0.3268272004421615,50.0,60.0,27.2,20,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
MRCK34,MERCK       DRN ED,BDR,BDR Saúde (EUA),74.09,70.39,-0.0499,44.8,Neutro,0.18944,0.16697894254978254,0.4347264309116919,1.2304153987686646,32.213043,51.068,0.020111,0.03122213027882159,2639.95,-0.020381177920353544,0.12021477949434445,49.4,73.0,6.8,47,60.0,Mult(100%),,,,,,,,,,,,,,,
BLAK34,BLACKROCK   DRN,BDR,BDR Tech (EUA),82.68,78.55,-0.05,44.8,Neutro,0.118990004,0.08785411337013597,0.3864800132144037,0.3769633507853403,26.500002,8.249,0.014756,0.1065430569599104,2633.55,0.09943478247195658,-0.027473934729583482,48.5,72.0,6.8,50,60.0,Mult(100%),,,,,,,,,,,,,,,
VINO11,FII VINCI OFCI,FII,Fundos Imobiliários,4.77,,,44.7,Neutro,,,,,,,0.100629,,115345.8,-0.04004661861501069,-0.005774675926105366,45.8,35.0,50.0,45,60.0,FII-DY,,,,,,,,,,,,,-1.88,0.7515,outros
NFLX34,NETFLIX     DRN,BDR,BDR Tech (EUA),7.92,7.52,-0.0505,44.5,Neutro,0.48494998,0.2744782639644323,0.6696012414924929,0.17944880941642724,24.75,2335.43,,0.12639718371360664,677303.15,-0.20241693525771298,-0.27934483701193613,48.5,92.0,6.8,15,60.0,Mult(100%),,,,,,,,,,,,,,,
SMTO3,SAO MARTINHOON      NM,Ação,Agronegócio,14.93,15.7,0.0514,44.4,Neutro,0.11891,0.052073358686216986,0.32508993489433535,4.076726247437906,5.901186,3.826,0.014735,0.038913291103036984,2291660.0,-0.1536280713287863,0.12340107961099567,44.8,40.0,38.8,42,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
ORCL34,ORACLE      DRN,BDR,BDR Tech (EUA),159.5,151.53,-0.05,44.4,Neutro,0.53376,0.10472378240118133,0.4165926235648705,3.9025593844095017,31.646826,90.524,0.010846,0.10588419257288817,116653.8,0.18742480612176848,-0.15770928659863925,48.5,66.0,6.8,58,60.0,Mult(100%),,,,,,,,,,,,,,,
ALZR11,FII ALIANZA CI  ER,FII,Fundos Imobiliários,9.82,,,44.3,Neutro,,,,,,,0.101833,,381894.4,-0.05322430549738655,-0.03163484273424444,45.8,39.3,50.0,35,60.0,FII-DY,,,,,,,,,,,,,-3.95,0.9653,outros
CSAN3,COSAN       ON      NM,Ação,Petróleo & Gás,3.49,,,44.2,Neutro,-0.29937,0.14517056835337705,0.08995441108345277,11.935716484072005,6.3521533,1.49,,0.009204042002940893,47180325.0,-0.3596330033620083,-0.4712121121263809,44.7,35.0,50.0,30,100.0,N/A,,,,,,,,,,,,,,,
VIVT3,TELEF BRASILON,Ação,Telecomunicações,32.46,31.26,-0.037,44.2,Neutro,0.092480004,0.07962600189904234,0.3860751740917862,0.5786793810019493,16.477158,5.822,0.026494,0.07448108235392281,4970585.0,-0.16217562737918878,-0.023045900985106393,48.1,67.0,11.0,35,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
MRVE3,MRV         ON      NM,Ação,Imobiliário & Construção,4.92,,,44.2,Neutro,-0.11788999,0.0645133540369264,0.002476931546319005,308.956207892204,2.3653848,5.249,,0.17956105859500293,10339235.0,-0.3568627431425363,-0.4669555449293248,44.7,35.0,50.0,30,100.0,N/A,,,,,,,,,,,,,,,
LVBI11,FII LVBI VBICI,FII,Fundos Imobiliários,103.87,,,44.0,Neutro,,,,,,,0.086647,,31356.7,-0.04118392625402412,-0.019298734559632935,45.8,35.0,50.0,40,60.0,FII-DY,,,,,,,,,,,,,-5.59,1.0,logistica
HGRU11,FII HGRU PAXCI,FII,Fundos Imobiliários,130.5,,,44.0,Neutro,,,,,,,0.087356,,49059.9,0.030864779370091577,0.08155690509835312,45.8,30.7,50.0,47,60.0,FII-DY,,,,,,,,,,,,,-5.41,0.7871,outros
MSFT34,MICROSOFT   DRN,BDR,BDR Tech (EUA),82.64,78.51,-0.05,44.0,Neutro,0.34013999,0.22692029693038182,0.5685174142068123,0.189467112040708,22.765839,79.496,0.006655,0.12423114652863054,430671.75,-0.053005445848818944,-0.2184402891451792,48.5,87.0,6.8,20,60.0,Mult(100%),,,,,,,,,,,,,,,
VISC11,FII VINCI SCCI,FII,Fundos Imobiliários,104.73,,,43.9,Neutro,,,,,,,0.096247,,90236.15,-0.02570656154715334,0.0014064160995723718,45.8,34.6,50.0,40,60.0,FII-DY,,,,,,,,,,,,,-4.83,0.9812,shopping
B3SA3,B3          ON      NM,Ação,Bens Industriais,14.41,12.41,-0.1387,43.8,Neutro,0.26738,0.13820836404548797,0.8993070789711842,1.522548266906658,15.663043,10.159,0.061069,0.03473352269584851,42164345.0,-0.1660832184925568,-0.009591765770436744,46.2,68.0,4.8,45,100.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
JSRE11,FII JS REAL CI,FII,Fundos Imobiliários,60.14,109.58,0.8222,43.7,Neutro,,,,,,,0.095777,,73753.15,-0.07302380463514557,-0.021312516699096395,45.8,50.0,40.0,30,60.0,FII-DY,,,,,,,,,,,,0.5488,-4.67,1.0,lajes
BRCO11,FII BRESCO  CI,FII,Fundos Imobiliários,112.69,,,43.7,Neutro,,,,,,,0.101162,,51667.45,-0.04505900519361561,0.013995892392688392,45.8,33.8,50.0,40,60.0,FII-DY,,,,,,,,,,,,,-4.6,0.9386,outros
VILG11,FII VINCI LGCI,FII,Fundos Imobiliários,96.69,,,43.7,Neutro,,,,,,,0.101769,,33289.35,-0.004786832171262634,0.04485815123367831,45.8,33.7,50.0,40,60.0,FII-DY,,,,,,,,,,,,,-4.82,0.9336,logistica
BRCR11,FII BC FUND CI,FII,Fundos Imobiliários,42.57,85.57,1.0101,43.7,Neutro,,,,,,,0.115574,,36588.35,-0.09373867119537327,0.047768592884168015,45.8,50.0,40.0,30,60.0,FII-DY,,,,,,,,,,,,0.4975,-2.69,1.0,lajes
EGIE3,ENGIE BRASILON      NM,Ação,Utilities (Energia),33.88,28.0,-0.1737,43.6,Neutro,0.20204,0.09520662201558688,0.5748684202852627,3.488512347942627,15.057778,9.205,0.054014,0.026010609725442668,2583920.0,0.07433638723648395,0.10293408062396092,46.1,51.0,4.8,72,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
UNIP6,UNIPAR      PNB,Ação,outros,60.57,141.38,1.3342,43.5,Neutro,0.16176,0.11298825906764833,0.2625403583659558,2.2266220299816317,19.289808,10.691,0.16807,-0.10900178640452762,177650.0,-0.08930991205261907,0.027424584431090526,50.0,47.0,26.0,35,100.0,Mult(100%),,,,,,,,,,,,,,,
ONCO3,ONCOCLINICASON      NM,Ação,Saúde,1.45,,,43.5,Neutro,-0.020589800000000002,-0.3885029046387828,-0.38836582501171296,,10.403215,-3.579,,0.11971830866876498,9938550.0,-0.21195651011960515,-0.3192488404798459,47.4,32.0,50.0,25,100.0,N/A,,,,,,,,,,,,,,,
LOGG3,LOG COM PROPON  ED  NM,Ação,outros,26.72,22.39,-0.1621,43.5,Neutro,0.11023,0.011464294881581306,2.758903195462275,3.4302522796086854,5.808696,27.331,0.428144,0.04621192687239484,1096185.0,0.12453954522733701,0.28649821888232685,50.0,46.0,0.0,80,100.0,Mult(100%),,,,,,,,,,,,,,,
XPLG11,FII XP LOG  CI,FII,Fundos Imobiliários,89.05,,,43.4,Neutro,,,,,,,0.1105,,114786.85,-0.10209149818967611,-0.09857408660822109,45.8,40.0,50.0,28,60.0,FII-DY,,,,,,,,,,,,,-3.2,1.0,logistica
BBOV11,BB ETF IBOV CI,BDR,BDR Tech (EUA),88.46,,,43.3,Neutro,,,,,,,,,183367.55,-0.0627251360587523,0.025028921857852104,48.5,32.0,50.0,35,60.0,,,,,,,,,,,,,,,,
MULT3,MULTIPLAN   ON      N2,Ação,Imobiliário & Construção,28.02,20.36,-0.2735,43.3,Viés Ruim,0.20018,0.1066234743405352,0.7811376220208084,2.4532141521779773,11.34413,8.908,0.040685,0.15072157423658994,3487520.0,-0.07721533991343987,-0.06855944701512695,44.7,72.0,4.8,38,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
RAIZ4,RAIZEN      PN      N2,Ação,Petróleo & Gás,0.42,,,42.9,Neutro,-0.0231277,0.04282560105791531,0.03888554517590333,4.7041795126519546,-1.6601446,102.481,,0.1009903829205927,23397800.0,-0.1600000262260437,-0.5116279303479538,44.7,30.0,50.0,30,100.0,N/A,,,,,,,,,,,,,,,
SYNE3,SYN PROP TECON      NM,Ação,outros,4.18,4.1,-0.0196,42.9,Neutro,0.04662,0.10502938169095634,0.8247458547854987,1.1118145958067214,9.72093,11.735,,-0.11610813981175083,441890.0,-0.10492510491438378,-0.1454591040909411,50.0,58.0,16.8,28,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
VRTA11,FII FATOR VECI,FII,Fundos Imobiliários,73.2,91.17,0.2455,42.7,Neutro,,,,,,,0.139344,,25113.7,-0.02503427557112059,0.017696918525652805,45.8,50.0,30.0,40,60.0,FII-DY,,,,,,,,,,,,0.8029,-0.32,1.0,outros
M2ST34,STRATEGY INCDRN,BDR,BDR Tech (EUA),8.3,,,42.6,Neutro,-0.30756,-0.00047386778343393854,-11.38954975871325,,,-2.32,,-0.014930804375807294,2810714.411764706,,,48.5,17.0,50.0,55,60.0,N/A,,,,,,,,,,,,,,,
NGRD3,NEOGRID     ON,Ação,outros,34.11,23.92,-0.2987,42.5,Viés Ruim,-0.02227,-0.034763301281625955,0.12687746451832052,-1.9065009894075196,7.329321,-8.266,,0.006352854662728946,74310.0,0.18232236254181533,0.28814203927553605,50.0,45.0,0.0,75,100.0,DCF(100%),,,,,,,,,,,,,,,
BPAC11,BTGP BANCO  UNT     N2,Banco,Bancos & Financeiro,50.64,26.11,-0.4844,42.4,Viés Ruim,0.2484,,,,82.47556,,0.027646,0.3754,11856165.0,-0.09409663672004287,-0.09935551033440004,51.5,59.0,0.0,48,100.0,DDM(35%) + RIM(25%) + P/BV(25%) + EDCF(15%),0.0381,0.4551,0.0868,,3.2763975,-0.7668,,Proxy,Proxy,,Proxy,,,,
PGCO34,PG          DRN,BDR,BDR Consumo (EUA),55.64,52.86,-0.05,42.4,Neutro,0.31112,0.1732268124590921,0.2838142470694319,1.083023284979725,21.992094,73.897,0.01959,0.01674893047051751,2875.35,-0.013396539699046417,0.01638104125718942,48.9,68.0,6.8,40,60.0,Mult(100%),,,,,,,,,,,,,,,
HSML11,FII HSI MALLCI,FII,Fundos Imobiliários,86.5,,,42.3,Neutro,,,,,,,0.104046,,64678.35,-0.06389835498770524,0.017093738766778888,45.8,34.2,50.0,30,60.0,FII-DY,,,,,,,,,,,,,-4.63,0.9624,shopping
UNHH34,UNITEDHEALTHDRN ED,BDR,BDR Tech (EUA),30.88,29.34,-0.0499,42.2,Neutro,0.121759996,0.08449268905180443,0.05152301219705653,2.34275802254987,31.191917,95.846,0.01522,0.11352161443193465,15634.0,0.4534811878926821,0.23497468380211095,48.5,47.0,6.8,75,60.0,Mult(100%),,,,,,,,,,,,,,,
COCA34,COCA COLA   DRN ED,BDR,BDR Consumo (EUA),68.2,64.79,-0.05,42.2,Neutro,0.43372002,0.14603225950052676,0.39010450345215997,1.8833279863116243,24.8,107.089,0.02654,0.03689014114187783,29768.55,0.007999281926340807,0.10989350045474167,48.9,63.0,6.8,47,60.0,Mult(100%),,,,,,,,,,,,,,,
BBAS3,BRASIL      ON      NM,Banco,Bancos & Financeiro,19.42,18.5,-0.0474,42.1,Neutro,0.09224,,,,8.747747,,0.012358,0.0158,24341990.0,-0.18169094025139343,-0.13170294281310158,51.5,54.0,10.0,38,100.0,DDM(35%) + RIM(25%) + P/BV(25%) + EDCF(15%),0.0411,0.4444,0.0771,,0.5966939,0.0644,,Proxy,Proxy,,Proxy,,,,
MOTV3,MOTIVA SA   ON      NM,Ação,outros,13.67,13.29,-0.0276,42.1,Neutro,0.20401,0.09602911002028301,0.46262496588313023,3.854708965793079,9.299319,6.887,0.015362,-0.005786228095103763,9653055.0,-0.10042562431593849,-0.16419568340222745,50.0,46.0,16.8,43,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
RBRR11,FII RBRR PAXCI  ER,FII,Fundos Imobiliários,78.53,,,41.9,Neutro,,,,,,,0.145167,,44441.6,-0.05379020439545934,-0.009026421895398373,45.8,32.5,50.0,30,60.0,FII-DY,,,,,,,,,,,,,-1.58,0.8755,papel
TASA4,TAURUS ARMASPN      N2,Ação,outros,4.9,5.89,0.202,41.9,Neutro,-0.03056,0.01770444724777345,0.12378975399667402,4.636725048037635,1.9678715,149.89,0.06,-0.16797084901192139,470715.0,-0.08863734585679905,0.0026853623019276185,50.0,15.0,51.4,35,100.0,DCF(100%),,,,,,,,,,,,,,,
CASH3,MELIUZ      ON      NM,Ação,Tecnologia & Software,4.09,2.34,-0.4288,41.9,Viés Ruim,-0.17454,,0.19316650876567784,,9.088889,4.04,,0.12861393470532767,1112500.0,0.22455097535686952,-0.0048661752498319055,46.3,47.0,0.0,75,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
S2EA34,SEA LTD     DRN,BDR,BDR Tech (EUA),18.75,17.81,-0.0501,41.8,Neutro,0.14856,0.11157744883734988,0.11712377142519843,-0.29146927016645324,35.37736,1.85,,0.2259378555374607,11667.35,0.026834598300997436,-0.34941012496376567,48.5,75.0,6.8,25,60.0,Mult(100%),,,,,,,,,,,,,,,
SLCE3,SLC AGRICOLAON      NM,Ação,Agronegócio,13.6,20.41,0.5008,41.7,Neutro,0.052529998,0.0906641132956015,0.27041091628895525,3.299188934588052,20.923079,8.245,0.094853,0.008365120486843791,3138010.0,-0.2482034125619308,-0.0344005576664409,44.8,46.0,26.0,35,100.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
AGRO3,BRASILAGRO  ON      NM,Ação,Agronegócio,18.27,,,41.6,Neutro,-0.0070200004,,,,7.308,-20.68,0.041051,0.1367442518270905,111075.0,-0.18727754315843026,-0.0855855417242547,44.8,32.0,50.0,18,100.0,N/A,,,,,,,,,,,,,,,
SANB11,SANTANDER BRUNT,Banco,Bancos & Financeiro,26.88,23.91,-0.1106,41.4,Neutro,0.10467,,,,13.13783,,0.065848,-0.0379,2914665.0,-0.10234198502533953,-0.19544681087681237,51.5,71.0,0.0,38,50.0,DDM(35%) + RIM(25%) + P/BV(25%) + EDCF(15%),0.0454,0.415,0.0986,0.0032,0.7961613,0.2354,0.0053,Proxy,Proxy,,Proxy,,,,
PCAR3,"P.ACUCAR,CBDON      NM",Ação,Varejo & Consumo,2.03,,,41.3,Neutro,-1.09664,0.0419608756404285,0.05127400198817559,6.614285714285714,-3.9519534,15.929,,0.0333607601362611,5686690.0,-0.13983048236222717,-0.49122807856196904,45.2,20.0,50.0,35,100.0,N/A,,,,,,,,,,,,,,,
COWC34,COSTCO      DRN,BDR,BDR Tech (EUA),121.27,115.21,-0.05,41.2,Neutro,0.29152,0.2956843286158094,0.048678402092757096,-0.44693237796686075,47.18677,3.859,0.004288,0.06640442726947482,1067.45,-0.07342123815785073,0.02251204041286714,48.5,70.0,6.8,30,60.0,Mult(100%),,,,,,,,,,,,,,,
MMMC34,3M          DRN,BDR,BDR Tech (EUA),204.49,194.27,-0.05,41.2,Neutro,0.71458,0.26199850857568974,0.25921917588584253,1.1391680841193752,30.384844,69.548,0.013448,-0.01570080136859997,460.3,0.03657080563579518,-0.08276251203486662,48.5,68.0,6.8,33,60.0,Mult(100%),,,,,,,,,,,,,,,
PVBI11,FII PVBI VBICI,FII,Fundos Imobiliários,73.7,,,41.1,Neutro,,,,,,,0.065129,,52721.85,-0.0579168193731191,-0.05656992672990635,45.8,33.5,50.0,23,60.0,FII-DY,,,,,,,,,,,,,-6.99,0.925,lajes
CPLE3,COPEL       ON      NM,Ação,Utilities (Energia),14.56,9.66,-0.3364,41.1,Viés Ruim,0.10787,0.07457579856247255,0.19027929701798715,3.456676198818512,16.0,9.643,0.072802,0.08344364161714024,22500165.0,0.026584972543517882,0.13265328833167178,46.1,46.0,0.0,72,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
IRBR3,IRBBRASIL REON      NM,Banco,Seguros & Previdência,52.1,32.93,-0.3679,41.0,Viés Ruim,0.06737,,,,12.144522,,0.030326,-0.1447,296755.0,-0.042049259718260346,0.04360584153884872,46.7,61.0,0.0,45,100.0,DDM(35%) + RIM(25%) + P/BV(25%) + EDCF(15%),0.0029,0.0209,0.3377,,0.80012286,,,Proxy,Proxy,,Proxy,,,,
GMAT3,GRUPO MATEUSON      NM,Ação,outros,3.9,3.58,-0.0821,41.0,Neutro,0.16014999,0.09638977064347294,0.05929200773789511,2.2374469990255723,4.936709,5.77,0.064103,0.20853628572473104,5107290.0,-0.22310754777181685,-0.25572514013007097,50.0,52.0,16.8,25,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
HGBS11,FII HEDGEBS CI,FII,Fundos Imobiliários,19.35,20.75,0.0724,40.7,Neutro,,,,,,,0.105426,,297066.9,-0.029757405232533674,0.015515862409997139,45.8,48.8,20.0,45,60.0,FII-DY,,,,,,,,,,,,0.9325,-4.43,0.9408,shopping
PTBL3,PORTOBELLO  ON      NM,Ação,Bens Industriais,1.61,,,40.3,Neutro,-0.021526100000000003,0.04735810295740754,0.08139023570418871,8.712754873535582,1.518868,9.284,,0.05862958578522104,344060.0,-0.4968750030267983,-0.5386819455857756,46.2,30.0,50.0,10,100.0,N/A,,,,,,,,,,,,,,,
C2OI34,COINBASEGLOBDRN,BDR,BDR Tech (EUA),34.53,33.49,-0.0301,40.0,Neutro,0.06686,0.08475616816730479,0.2500800339770168,-1.9232593465359547,61.660713,6.608,,0.3100276522124539,80904.15,-0.1960419518992884,-0.40031264881492634,48.5,80.0,6.8,5,60.0,Mult(100%),,,,,,,,,,,,,,,
MXRF11,FII MAXI RENCI,FII,Fundos Imobiliários,9.75,9.93,0.018,39.7,Viés Ruim,,,,,,,0.123077,,1459429.05,0.036653737751634274,0.08958379937775018,45.8,44.7,10.0,62,60.0,FII-DY,,,,,,,,,,,,0.9823,-1.99,0.9855,papel
HBSA3,HIDROVIAS   ON      NM,Ação,outros,3.43,2.85,-0.1696,39.6,Viés Ruim,0.00955,0.07500584779262989,0.3734471346424232,3.160220902056559,343.0,9.189,,0.08226708056509158,3196830.0,-0.11139892228622672,-0.12944162006511373,50.0,51.0,4.8,38,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
BHIA3,CASAS BAHIA ON      NM,Ação,Varejo & Consumo,1.12,2.14,0.9107,39.6,Viés Ruim,-0.018846699,0.08214208242950108,0.05366989759221838,5.290363752393108,-0.8682171,6.971,,-0.018698143807364342,3714395.0,-0.6164383645531024,-0.67251462579438,45.2,20.0,52.0,20,100.0,Mult(100%),,,,,,,,,,,,,,,
BERK34,BERKSHIRE   DRN,BDR,BDR Financeiro (EUA),126.9,120.55,-0.05,39.5,Viés Ruim,0.10499,0.07269922969760502,0.14352,,14.569461,-2.225,,0.20586499585407747,47085.35,-0.010911936808872369,-0.04758333612955634,48.5,57.0,6.8,40,60.0,Mult(100%),,,,,,,,,,,,,,,
BRKM5,BRASKEM     PNA     N1,Ação,Petróleo & Gás,7.5,,,39.4,Viés Ruim,,-0.024261663830930414,0.10008908748957111,8.592116417066968,-8.891523,17.649,,-0.09849043639394706,7650950.0,-0.3578767291062047,-0.04092073716583977,44.7,10.0,50.0,40,100.0,N/A,,,,,,,,,,,,,,,
RADL3,RAIADROGASILON      NM,Ação,Saúde,16.25,13.21,-0.187,39.2,Viés Ruim,0.1886,0.1117384013129517,0.08051866321175634,2.3363677723213696,20.833334,10.398,0.024615,0.1503692506450247,12364170.0,-0.30161846163884665,-0.30406017720338985,47.4,57.0,4.8,30,100.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
VITT3,VITTIA      ON      NM,Ação,outros,3.22,3.81,0.1834,39.0,Viés Ruim,0.097720005,0.06088291703247636,0.1504275088629886,1.2288322469760353,8.7027025,8.852,0.080745,-0.012373786230981287,342990.0,-0.1743589872125727,-0.27533310246713827,50.0,48.0,22.0,10,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
POSI3,POSITIVO TECON      NM,Ação,outros,4.0,4.02,0.0048,39.0,Viés Ruim,0.007900001,0.06523462459443848,0.09809781408986203,2.244610934987061,57.142857,4.689,0.1125,-0.11195388034051434,1167655.0,-0.1228070065365382,-0.10412872954946639,50.0,32.0,21.0,38,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
PYPL34,PAYPAL HOLD DRN,BDR,BDR Tech (EUA),10.86,9.0,-0.1716,39.0,Viés Ruim,0.25120002,0.19020275750202756,0.23200289400699384,0.2518191268191268,7.869565,29.507,0.009208,0.06426945232818149,31146.55,-0.08000583947078299,-0.3321326518008698,48.5,72.0,4.8,15,60.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
MBRF3,MARFRIG     ON      NM,Ação,outros,15.28,11.84,-0.2252,39.0,Viés Ruim,0.01812,0.04456032682084795,0.07978951339413175,5.43681153772744,46.30303,6.806,0.36911,0.09357592515331503,7835335.0,-0.09209745678914683,-0.2382851375986632,50.0,25.0,30.0,35,100.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
FESA4,FERBASA     PN      N1,Ação,Mineração & Siderurgia,6.1,9.52,0.5613,38.9,Viés Ruim,0.056939997,0.011891789909647388,0.17705553418486722,0.09423508690434715,13.555555,11.425,0.188525,-0.09399499445480808,802590.0,-0.18120804552956515,-0.12857144219534733,44.8,42.0,26.0,23,100.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
GFSA3,GAFISA      ON      NM,Ação,outros,1.21,,,38.5,Viés Ruim,-0.34651002,-0.07258045739270533,-0.6951211246877481,,4.0333333,-4.428,,-0.18291688662575867,1229375.0,-0.37628865852684357,-0.7677543129966405,50.0,12.0,50.0,20,100.0,N/A,,,,,,,,,,,,,,,
HGLG11,FII HGLG PAXCI,FII,Fundos Imobiliários,150.5,158.24,0.0514,38.5,Viés Ruim,,,,,,,0.087708,,101210.25,-0.01777945257099789,-0.013242514106800107,45.8,40.0,20.0,45,60.0,FII-DY,,,,,,,,,,,,0.9511,-5.48,1.0,logistica
RDOR3,REDE D OR   ON      NM,Ação,Saúde,33.6,24.47,-0.2718,38.5,Viés Ruim,0.19188,0.09904365938210559,0.21740589986852063,3.81780169241285,16.076555,7.387,0.019048,0.34334846666508323,8737500.0,-0.08909545024375998,-0.22588680313194587,47.4,56.0,0.0,35,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
MELI34,MERCADOLIBREDRN,BDR,BDR Tech (EUA),69.88,66.39,-0.0499,38.5,Viés Ruim,0.31258,0.1460027643400138,0.1322119544526356,2.0214659685863876,42.609756,114.071,,0.38907157907432843,519350.45,-0.07197882574605441,-0.265580702755827,48.5,62.0,6.8,25,60.0,Mult(100%),,,,,,,,,,,,,,,
HOME34,HOME DEPOT  DRN,BDR,BDR Tech (EUA),61.92,58.82,-0.0501,38.4,Viés Ruim,1.2838,0.17958423424596867,0.1526265613329852,2.544698627411975,23.724138,71.241,0.018895,0.015185146415588768,1055.95,-0.03163996142537595,-0.05747644091176507,48.5,57.0,6.8,33,60.0,Mult(100%),,,,,,,,,,,,,,,
TSLA34,TESLA INC   DRN,BDR,BDR Tech (EUA),64.08,,,37.8,Viés Ruim,0.04901,0.03983346402300138,0.12405749417360035,-0.15249914994899694,356.0,697.249,,0.051943257367141005,867792.6,-0.005740808917099383,-0.1477590138264634,48.5,55.0,0.0,43,60.0,N/A,,,,,,,,,,,,,,,
MCDC34,MCDONALDS   DRN,BDR,BDR Tech (EUA),71.1,67.55,-0.0499,37.7,Viés Ruim,,0.1565557894736842,0.5459549934907941,3.6817005041558795,22.64331,71.563,0.018565,0.050637859467043134,5098.9,-0.15962949179384267,-0.12445751980681585,48.5,66.0,6.8,13,60.0,Mult(100%),,,,,,,,,,,,,,,
EVEN3,EVEN        ON      NM,Ação,Imobiliário & Construção,5.61,5.91,0.0541,37.6,Viés Ruim,0.121929996,0.04778827917684558,0.20352536144901437,3.78658260431246,2.8190956,7.633,0.163993,-0.06081177547620453,1234045.0,-0.18057557679809677,-0.32467129092288816,44.7,26.0,38.8,20,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
TCSA3,TECNISA     ON      NM,Ação,outros,0.94,,,37.5,Viés Ruim,-0.34837002,-0.10058225273009354,-0.08578715056400196,,0.6666667,-5.354,,-0.03928075035945522,64210.0,-0.3188405790841772,-0.2598425104463008,50.0,17.0,50.0,5,100.0,N/A,,,,,,,,,,,,,,,
HBOR3,HELBOR      ON      NM,Ação,outros,2.21,4.45,1.0136,37.5,Viés Ruim,0.02874,0.021234000894303173,0.15738057639512895,9.879170936609647,55.250004,28.983,0.00905,0.07576259163899413,843450.0,-0.19296759415692366,-0.24201507905090347,50.0,35.0,26.0,15,100.0,Mult(100%),,,,,,,,,,,,,,,
WALM34,WAL MART    DRN,BDR,BDR Consumo (EUA),38.03,36.13,-0.05,37.1,Viés Ruim,0.24132,0.12619482642561783,0.06516182135079919,1.212971530632007,41.336956,108.733,0.006048,0.05272290929168877,29359.5,-0.07100414553572854,0.00681112187336308,48.9,53.0,6.8,30,60.0,Mult(100%),,,,,,,,,,,,,,,
DISB34,WALT DISNEY DRN,BDR,BDR Consumo (EUA),35.55,33.77,-0.0501,37.1,Viés Ruim,0.1101,0.06124829756257924,0.20271114641249668,2.0470194869651532,16.458332,49.172,0.012658,0.045093923223104904,24493.5,0.034934521579193634,-0.0372353570027989,48.9,47.0,6.8,40,60.0,Mult(100%),,,,,,,,,,,,,,,
KNRI11,FII KINEA   CI,FII,Fundos Imobiliários,149.4,160.18,0.0722,37.0,Viés Ruim,,,,,,,0.088353,,56074.8,-0.07480043308557593,0.03772471844614911,45.8,43.2,20.0,30,60.0,FII-DY,,,,,,,,,,,,0.9327,-5.86,0.9117,hibrido
ENGI11,ENERGISA    UNT     N2,Ação,Utilities (Energia),45.44,31.15,-0.3145,37.0,Viés Ruim,0.12091,0.07248400099009576,0.2606114106309655,4.6906507401514075,32.927536,6.869,0.071963,0.10171941755017522,2043140.0,-0.14020813739551086,-0.11006663915841175,46.1,50.0,0.0,38,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
PEPB34,PEPSICO INC DRN,BDR,BDR Consumo (EUA),48.58,46.15,-0.05,36.9,Viés Ruim,0.43879002,0.14561490155033685,0.16548309821666224,2.621244290034099,22.081818,55.256,0.039934,0.028259092561689236,7826.25,-0.10815826166243792,-0.03926177630738181,48.9,52.0,6.8,30,60.0,Mult(100%),,,,,,,,,,,,,,,
