Ticker,Nome,Tipo,Setor,Preço,Target Price,Upside,Score,Rating,ROE,ROIC,Margem EBITDA,Dív. Líq./EBITDA,P/L,EV/EBITDA,Div. Yield,Cresc. Receita,Vol. Médio,Ret. 3m,Ret. 6m,Score Macro,Score Qualidade,Score Valuation,Score Momentum,Score Governança,Método Val.,NIM,Cost/Income,CET1 Proxy,NPL Proxy,P/BV,Cresc. Carteira,PDD/Lucro,Fonte CET1,Fonte NPL,Dados Ref.,Dados Fonte,P/VP,Spread CDI,Consist. Div.,Tipo FII
QUAL3,QUALICORP   ON      NM,Ação,outros,1.77,2.81,0.5876,52.2,Neutro,0.008669999,0.0770976753389468,0.4655249869467251,2.317946139300726,88.5,3.092,0.00565,-0.09910072198581132,4508195.0,-0.005617972260667625,-0.28048782378890147,50.0,47.0,58.0,40,100.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
PGMN3,PAGUE MENOS ON      NM,Ação,outros,3.73,4.58,0.2269,52.2,Neutro,0.10118,0.08551951262522713,0.08087302465265155,2.9068192526428254,7.6122446,6.131,0.136729,0.1749893761663468,4994940.0,-0.39448050138499524,-0.3797898951219917,50.0,52.0,65.0,20,100.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
AZZA3,AZZAS 2154  ON      NM,Ação,Varejo & Consumo,17.56,22.08,0.2574,52.1,Neutro,0.10524999,0.06734842635262311,0.12982723792190054,2.3955432807730506,4.335802,4.97,0.14123,0.40807359500591334,2672630.0,-0.3737518226606614,-0.34203095346403145,45.2,57.0,65.0,20,100.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
CPFE3,CPFL ENERGIAON      NM,Ação,Utilities (Energia),43.88,44.08,0.0045,52.0,Neutro,0.24763,0.13810719764017948,0.2960172157358963,2.378555215554698,8.776,6.121,0.085005,0.04077951879854691,1932070.0,-0.028647556304707722,-0.0572565902784864,46.1,57.0,46.8,48,100.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
ABEV3,AMBEV S/A   ON,Ação,Alimentos & Bebidas,16.05,13.27,-0.1731,52.0,Neutro,0.17251,0.20275733938136156,0.32835085134714,-0.5263697389083505,16.21212,8.681,0.011215,0.03448415778904379,28517675.0,0.06291382990669536,0.20342064717370012,45.3,75.0,4.8,90,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
TIMS3,TIM         ON      NM,Ação,Telecomunicações,21.07,23.35,0.108,51.9,Neutro,0.17724001,0.11890620535672919,0.523086495441586,0.9286448828436669,11.770949,5.427,0.075463,0.07335065630428295,5372750.0,-0.19944975499574458,-0.0750056332412058,48.1,77.0,33.0,33,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
WEGE3,WEG         ON      NM,Ação,Bens Industriais,45.16,45.22,0.0013,51.8,Neutro,0.32525003,0.3132543752629288,0.228612534374601,-0.09203393404457882,30.106667,21.961,0.0093,0.10914428739363924,8595225.0,-0.015475477250295855,0.02010450915234907,46.2,85.0,11.0,60,100.0,Mult(100%),,,,,,,,,,,,,,,
GOGL34,ALPHABET    DRN,BDR,BDR Tech (EUA),158.13,150.22,-0.05,51.8,Neutro,0.38884997,0.19188041852165602,0.44856467644401193,0.15818105347043132,27.938164,142.901,0.001644,0.12511745609215974,222886.4,0.18945818931207814,0.12464148227876026,48.5,87.0,6.8,72,60.0,Mult(100%),,,,,,,,,,,,,,,
ARML3,ARMAC       ON      NM,Ação,Varejo & Consumo,3.0,4.73,0.5754,51.8,Neutro,0.0558,0.06945293642204473,0.3813690003533294,3.7994963413211247,21.428572,5.007,0.206667,0.25643625466105524,856260.0,-0.39516129497434793,-0.3338816332788139,45.2,61.0,62.8,15,100.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
MTRE3,MITRE REALTYON      NM,Ação,outros,3.31,5.09,0.5389,51.5,Neutro,0.08293,0.03247901544949515,0.10671195270938949,4.2282785392589695,5.706897,9.603,0.148036,0.11617206742759834,654260.0,-0.10071806418368656,-0.0810030709915841,50.0,35.0,71.2,33,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
TEND3,TENDA       ON      NM,Ação,Imobiliário & Construção,33.98,28.32,-0.1665,51.4,Neutro,0.47057998,0.15024418318435798,0.17279458013619148,1.8350234836834507,6.9065037,7.081,0.036198,0.20042589313004133,2652180.0,0.15972697703200667,0.2919966767645914,44.7,78.0,0.0,90,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
MGLU3,MAGAZ LUIZA ON      NM,Ação,Varejo & Consumo,4.62,9.09,0.9666,51.3,Neutro,0.01207,0.06013404604708313,0.060361513063443256,2.9760234055804418,25.666664,7.377,0.006494,0.012396387850930779,20497985.0,-0.526072549208745,-0.5796893598203199,45.2,37.0,76.0,30,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
GOGL35,ALPHABET    DRN,BDR,BDR Tech (EUA),157.8,149.91,-0.05,51.0,Neutro,0.38884997,0.19188041852165602,0.44856467644401193,0.15818105347043132,27.830688,142.602,0.001648,0.12511745609215974,2213.5,0.19389463585719557,0.12461969686671659,48.5,87.0,6.8,67,60.0,Mult(100%),,,,,,,,,,,,,,,
LILY34,LILLY       DRN,BDR,BDR Tech (EUA),188.23,178.82,-0.05,51.0,Neutro,1.07459,0.3172957746478873,0.4862455698921432,1.1117596945697787,38.73045,141.503,0.004409,0.31687374880620434,23967.2,0.09190041272526495,0.054055924642232966,48.5,93.0,6.8,57,60.0,Mult(100%),,,,,,,,,,,,,,,
CPTS11,FII CAPI SECCI  ER,FII,Fundos Imobiliários,7.3,,,50.9,Neutro,,,,,,,0.147945,,1154255.4,-0.06550854554434249,0.04950728540290372,45.8,59.6,50.0,45,60.0,FII-DY,,,,,,,,,,,,,0.39,0.98,papel
AVGO34,BROADCOM INCDRN ED,BDR,BDR Tech (EUA),31.06,30.13,-0.0299,50.8,Neutro,0.37280998,0.13212667946257195,0.5433656299403634,1.410324364809587,70.59091,251.885,0.004185,0.24378426000041764,266471.9,0.285601087193019,0.08377126178633287,48.5,83.0,6.8,72,60.0,Mult(100%),,,,,,,,,,,,,,,
BBDC3,BRADESCO    ON      N1,Banco,Bancos & Financeiro,15.16,34.35,1.2658,50.7,Neutro,0.13366,,,,7.219048,,0.013852,0.1185,5382550.0,-0.05863917193661494,-0.03969997080391452,51.5,61.0,40.0,50,50.0,DDM(35%) + RIM(25%) + P/BV(25%) + EDCF(15%),0.0314,0.3818,0.0766,,0.89145005,0.1202,,Proxy,Proxy,,Proxy,,,,
BBSE3,BBSEGURIDADEON      NM,Banco,Seguros & Previdência,38.9,12.69,-0.6737,50.6,Viés Ruim,0.75649,,,,8.206752,,0.133933,0.1078,6987125.0,0.11525230317261848,0.18370129511341116,46.7,80.0,0.0,77,100.0,DDM(35%) + RIM(25%) + P/BV(25%) + EDCF(15%),-0.0032,0.0345,0.4496,,5.9735875,,,Proxy,Proxy,,Proxy,,,,
ANIM3,ANIMA       ON      NM,Ação,Varejo & Consumo,2.73,3.25,0.1905,50.6,Neutro,0.08737001,0.08579132917718336,0.39044018473558023,3.485931688662029,7.583333,4.667,0.029304,0.04134290819286002,5304910.0,-0.31636263811320164,-0.29914254531508055,45.2,46.0,67.2,25,100.0,Mult(100%),,,,,,,,,,,,,,,
CAML3,CAMIL       ON      NM,Ação,outros,4.93,6.76,0.3708,50.5,Neutro,0.04587,0.06417579593728706,0.08937973296093578,3.2948998244512087,12.02439,5.931,0.083164,0.028865495150873555,1219035.0,-0.17722869726909507,-0.13512758612641773,50.0,36.0,69.2,28,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
BBDC4,BRADESCO    PN      N1,Banco,Bancos & Financeiro,17.47,35.68,1.0425,50.4,Neutro,0.13366,,,,8.319048,,0.013165,0.1185,25464255.0,-0.06329445712910065,-0.05405120136788699,51.5,61.0,40.0,48,50.0,DDM(35%) + RIM(25%) + P/BV(25%) + EDCF(15%),0.0314,0.3818,0.0766,,1.0272844,0.1202,,Proxy,Proxy,,Proxy,,,,
MSBR34,MORGAN STAN DRN,BDR,BDR Tech (EUA),231.25,219.69,-0.05,50.2,Neutro,0.16388,,0.40616,,20.196507,,0.012195,0.09524171431647233,6139.5,0.406123715543117,0.2565892331581954,48.5,72.0,13.6,75,60.0,Mult(100%),,,,,,,,,,,,,,,
ITLC34,INTEL       DRN,BDR,BDR Tech (EUA),115.8,,,50.0,Neutro,-0.02911,-0.00010354636052960074,0.2715834484324447,2.2516371743068135,,247.702,,-0.05712887978236014,286313.75,1.9124750487990565,2.234637025686872,48.5,32.0,50.0,80,60.0,N/A,,,,,,,,,,,,,,,
QCOM34,QUALCOMM    DRN,BDR,BDR Tech (EUA),100.91,95.86,-0.05,49.8,Neutro,0.36083,0.26822441551628023,0.3371195014000542,0.6223457699778954,25.101992,99.0,0.010604,0.0006330832838727929,41960.3,0.7644485876381519,0.31650282307330535,48.5,77.0,6.8,75,60.0,Mult(100%),,,,,,,,,,,,,,,
VISA34,VISA INC    DRN,BDR,BDR Financeiro (EUA),85.24,80.98,-0.05,49.7,Neutro,0.60349,0.3817179196794145,0.650075,0.3079260085374764,28.700336,106.93,0.005514,0.10921242130254294,13545.5,0.055871046736419405,-0.01566693270714703,48.5,92.0,6.8,50,60.0,Mult(100%),,,,,,,,,,,,,,,
GGRC11,FII GGR ZAG CI,FII,Fundos Imobiliários,9.85,,,49.7,Neutro,,,,,,,0.121827,,1253623.85,-0.010107120700721506,0.056891577703599205,45.8,44.7,50.0,62,60.0,FII-DY,,,,,,,,,,,,,-3.03,0.985,outros
CSMG3,COPASA      ON      NM,Ação,Saneamento,56.67,48.77,-0.1393,49.6,Neutro,0.15884,0.0921554682122783,0.3865315196892268,2.2284593747408676,15.873949,9.995,0.021352,0.10483095451513536,7993290.0,0.07194702154198107,0.3608665824566135,46.9,62.0,9.0,85,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
VAMO3,VAMOS       ON      NM,Ação,Transporte & Logística,2.68,2.36,-0.1194,49.5,Neutro,0.12076,0.0902283912070603,0.6525423787708627,4.357151757553424,9.24138,4.041,0.052239,0.05415398162371532,12527505.0,-0.25761768846642497,-0.32558168975618373,46.2,50.0,54.8,30,100.0,Mult(100%),,,,,,,,,,,,,,,
INBR32,INTER CO    DR2,BDR,BDR Tech (EUA),28.39,30.02,0.0575,49.5,Neutro,0.15526,,0.29919,,8.871875,,0.020782,0.3310150429277763,2226953.25,-0.33042456679345733,-0.412035380891285,48.5,77.0,38.8,20,60.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
PSSA3,PORTO SEGUROON      NM,Banco,Seguros & Previdência,52.5,34.3,-0.3468,49.3,Viés Ruim,0.2516,,,,9.242958,,0.039048,0.1703,1389840.0,0.14132081652285322,0.12457875975989152,46.7,78.0,0.0,72,100.0,DDM(35%) + RIM(25%) + P/BV(25%) + EDCF(15%),-0.0283,0.0636,0.2818,,2.1637886,,,Proxy,Proxy,,Proxy,,,,
BLAU3,BLAU        ON      NM,Ação,outros,9.77,10.36,0.0599,49.3,Neutro,0.108610004,0.08258266653027982,0.3111880882199177,1.0448730654011904,10.393618,5.936,0.068577,0.06560685004170685,264970.0,-0.018545399920752326,0.000488398604357787,50.0,63.0,27.2,45,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
EZTC3,EZTEC       ON      NM,Ação,Imobiliário & Construção,12.74,15.2,0.1932,49.2,Neutro,0.11286,0.037113789058716755,0.4698396474030939,2.3574777834894904,6.0666666,9.489,0.032182,0.10157628206317448,2085820.0,-0.05807074281913205,-0.2218844145618375,44.7,62.0,43.0,30,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
VIVA3,VIVARA S.A. ON      NM,Ação,Varejo & Consumo,20.85,22.72,0.0897,49.1,Neutro,0.20746,0.12690551303398512,0.33331748699919705,0.9246311280873036,8.373494,7.456,0.065228,0.13454171454010666,2909315.0,-0.17588928813374294,-0.408593636809335,45.2,77.0,33.0,20,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
AIRB34,AIRBNB      DRN,BDR,BDR Tech (EUA),36.29,34.48,-0.0499,49.0,Neutro,0.32325,0.45305990286022657,0.20782615799362797,-1.766116352201258,34.56191,160.861,,0.13378255972989694,6390.2,0.08328360941872659,0.13017752182253894,48.5,85.0,6.8,57,60.0,Mult(100%),,,,,,,,,,,,,,,
GRND3,GRENDENE    ON      NM,Ação,Varejo & Consumo,3.9,5.75,0.4736,48.8,Neutro,0.17924,0.0563322086491521,0.3311086163181448,0.0005157141506162721,5.571429,11.713,0.348718,0.00827666308251862,2779620.0,-0.11609568770308643,-0.08012136393502212,45.2,62.0,36.0,38,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
GGBR4,GERDAU      PN      N1,Ação,Mineração & Siderurgia,21.66,26.19,0.2091,48.8,Neutro,0.03066,0.0585385307208323,0.10829285676944944,1.2745423109562495,26.096386,5.724,0.031394,-0.0535973125019793,11407205.0,0.2262505218223798,0.11957503763110755,44.8,38.0,38.4,92,50.0,Mult(100%),,,,,,,,,,,,,,,
ENEV3,ENEVA       ON      NM,Ação,Utilities (Energia),24.49,21.27,-0.1314,48.3,Neutro,0.08725,0.058239175609246775,0.3541777892074177,3.3440639393317775,40.816666,11.165,,0.4430400318058705,8353830.0,0.19463413517649575,0.17797011508678762,46.1,61.0,4.8,87,100.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
AAPL34,APPLE       DRN,BDR,BDR Tech (EUA),77.6,73.72,-0.05,48.2,Neutro,1.4147099,0.6435261183091985,0.3478173110887373,0.43332550363390165,36.26168,142.59,0.002448,0.01812535743479393,235115.2,0.17495199951297735,0.04594913742918427,48.5,77.0,6.8,65,60.0,Mult(100%),,,,,,,,,,,,,,,
XPML11,FII XP MALLSCI  ER,FII,Fundos Imobiliários,103.01,,,48.2,Neutro,,,,,,,0.107174,,165189.4,-0.03017257200460599,6.437153829279387,45.8,40.0,50.0,60,60.0,FII-DY,,,,,,,,,,,,,-3.53,0.9999,shopping
EQTL3,EQUATORIAL  ON      NM,Ação,Utilities (Energia),37.05,40.12,0.0827,48.2,Neutro,0.069359995,0.09199801884040744,0.21458112268662122,4.911826992493937,39.414894,8.112,0.063968,0.23390296686561318,10290665.0,-0.08608785396277785,-0.09869773595067999,46.1,50.0,38.8,48,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
KNSC11,FII KINEA SCCI,FII,Fundos Imobiliários,9.01,,,47.9,Neutro,,,,,,,0.133185,,587672.95,0.04506652852900084,0.11700662979832765,45.8,40.3,50.0,57,60.0,FII-DY,,,,,,,,,,,,,-1.71,0.9158,outros
BIDU34,BAIDU INC   DRN,BDR,BDR Tech (EUA),41.67,55.27,0.3264,47.9,Neutro,0.00319,0.02019539493685083,0.23900866910961505,2.3490648601341935,,0.631,,0.014357919775069172,15001.0,-0.07625808900159625,-0.08013247525941414,48.5,42.0,65.7,23,60.0,DCF(100%),,,,,,,,,,,,,,,
BRSR6,BANRISUL    PNB EJ  N1,Banco,Bancos & Financeiro,13.71,37.99,1.771,47.7,Neutro,0.1559,,,,3.1809745,,0.064187,0.0512,2835860.0,-0.18771337672541966,1.8225180451914014e-05,51.5,48.0,40.0,35,100.0,DDM(46%) + RIM(33%) + EDCF(20%),0.0389,0.6838,0.0699,,0.48920608,0.0214,,Proxy,Proxy,,Proxy,,,,
MOVI3,MOVIDA      ON      NM,Ação,Transporte & Logística,8.99,6.46,-0.2814,47.6,Viés Ruim,0.12866999,0.08890385198346362,0.3465906000618591,4.052047158064311,8.561905,3.943,0.101224,0.16412818374336569,5192955.0,-0.23030825888468442,-0.28827021622344395,46.2,50.0,50.0,25,100.0,Mult(100%),,,,,,,,,,,,,,,
SBSP3,SABESP      ON      NM,Ação,Saneamento,26.96,23.77,-0.1181,47.6,Neutro,0.21233,0.10494364443768762,0.45593776129139807,2.042833369530996,10.614173,8.366,0.052671,0.19978759875104757,15115640.0,-0.06772032329942013,-0.006380412621807996,46.9,72.0,9.0,55,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
ALPA4,ALPARGATAS  PN      N1,Ação,Varejo & Consumo,13.08,24.75,0.8924,47.6,Neutro,0.16464001,0.08338129130411828,0.20565540253684986,0.8983426556070521,15.209302,12.697,0.049694,0.029641947460103957,1850690.0,0.14435691815188445,0.1548811237448957,45.2,57.0,26.0,72,50.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
CURY3,CURY S/A    ON      NM,Ação,outros,33.27,19.09,-0.4263,47.5,Viés Ruim,0.73690003,0.5000563332935728,0.23350244886420074,0.012170553543127585,9.293297,7.037,0.13135,0.31206001845322695,3849810.0,-0.07237876805233423,-0.06260596228425186,50.0,87.0,0.0,38,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
BRBI11,BR PARTNERS UNT     N2,Banco,Bancos & Financeiro,14.49,,,47.4,Neutro,0.21348,,,,32.931816,,0.128364,0.6762,311575.0,-0.2187847671866553,-0.27125448167577837,51.5,52.0,50.0,10,100.0,N/A,,0.0139,0.0448,0.071,1.9174274,-0.4662,0.075,Proxy,Proxy,,Proxy,,,,
ITUB4,ITAUUNIBANCOPN  EJ  N1,Banco,Bancos & Financeiro,39.87,53.99,0.3542,47.2,Neutro,0.21816,,,,9.677184,,0.022323,0.0421,31629065.0,-0.05547918769092408,0.023593712952724166,51.5,54.0,30.0,55,50.0,DDM(35%) + RIM(25%) + P/BV(25%) + EDCF(15%),0.0116,0.3514,0.0667,,2.0954432,0.2985,,Proxy,Proxy,,Proxy,,,,
MSCD34,MASTERCARD  DRN,BDR,BDR Financeiro (EUA),80.1,76.09,-0.0501,47.2,Neutro,0.0232076,0.7964405417104692,0.6234332591259797,0.4125617570806633,27.71626,103.965,0.007116,0.1382198495222513,11395.05,-0.042906396171941696,-0.13179091335198279,48.5,92.0,6.8,33,60.0,Mult(100%),,,,,,,,,,,,,,,
JNJB34,JOHNSON     DRN,BDR,BDR Saúde (EUA),82.94,78.79,-0.05,47.1,Neutro,0.26416,0.15390059033598133,0.43586041425583644,0.6874680306905371,27.739132,87.774,0.015553,0.05599284954178807,5609.6,-0.016602876020238022,0.17061654600068588,49.4,82.0,6.8,47,60.0,Mult(100%),,,,,,,,,,,,,,,
GOAU4,GERDAU MET  PN      N1,Ação,Mineração & Siderurgia,9.63,14.06,0.46,47.0,Neutro,0.030550001,0.12874182449397104,0.10704241537740873,1.2855720365785457,26.027027,6.273,0.034268,-0.0535973125019793,10580345.0,0.20572995306294461,0.13686676153891186,44.8,43.0,26.0,92,50.0,Mult(100%),,,,,,,,,,,,,,,
TUPY3,TUPY        ON      NM,Ação,Bens Industriais,14.55,,,46.6,Neutro,-0.26069,0.03648804845569797,0.02905132679964857,8.759010344717376,5.141415,7.08,0.123711,-0.016158294239874804,892760.0,0.21250001589457201,0.13938916751479202,46.2,15.0,50.0,77,100.0,N/A,,,,,,,,,,,,,,,
CMIN3,CSNMINERACAOON      N2,Ação,Mineração & Siderurgia,4.32,3.54,-0.18,46.6,Neutro,0.25741,0.45445675535977403,0.28050175086203305,0.0888315014127551,10.536586,4.013,0.145833,0.10740833224279545,9367830.0,-0.09247861994438089,-0.19549410124716793,44.8,87.0,0.0,43,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
LWSA3,LWSA        ON      NM,Ação,Tecnologia & Software,3.75,,,46.6,Neutro,-0.08613,0.04719511436938532,-0.10414428722008477,,9.874658,-9.448,0.066667,0.09447071472706203,4188065.0,0.0,-0.17047203115117848,46.3,32.0,50.0,48,100.0,N/A,,,,,,,,,,,,,,,
BMOB3,BEMOBI TECH ON      NM,Ação,outros,23.21,24.24,0.0446,46.5,Neutro,0.15548,0.1254612178215005,0.15864412254842145,-0.8040315838365072,12.345744,10.518,0.076691,0.04752684730692991,585505.0,0.023654707690278443,-0.09228227744821182,50.0,65.0,15.2,43,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
VGHF11,FII VALOR HECI,FII,Fundos Imobiliários,5.96,,,46.5,Neutro,,,,,,,0.14094,,440039.1,-0.13239395049595537,-0.1002918089006214,45.8,52.2,50.0,28,60.0,FII-DY,,,,,,,,,,,,,1.19,0.86,outros
TOTS3,TOTVS       ON  EJ  NM,Ação,Tecnologia & Software,27.1,26.33,-0.0284,46.4,Neutro,0.16914,0.14989002220580505,0.2850089927574561,0.030746476972512423,18.435373,14.746,0.030627,0.1502186881015266,11733480.0,-0.21962122296464304,-0.4213914065320742,46.3,77.0,15.2,30,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
TGAR11,FII TG ATIVOCI,FII,Fundos Imobiliários,52.47,,,46.2,Neutro,,,,,,,0.164666,,155565.55,-0.29967525190609134,-0.3494270338032035,45.8,61.7,50.0,10,60.0,FII-DY,,,,,,,,,,,,,5.93,0.8354,hibrido
ROXO34,NU HOLDINGS DRN,BDR,BDR Tech (EUA),11.03,10.48,-0.0499,46.2,Neutro,0.30055,,0.48231,,19.696428,,,0.5292945859476745,7439211.8,-0.10688264030170391,-0.2961072316995256,48.5,87.0,6.8,35,60.0,Mult(100%),,,,,,,,,,,,,,,
CSCO34,CISCO       DRN,BDR,BDR Tech (EUA),125.5,119.23,-0.05,46.2,Neutro,0.25229,0.12393212194023125,0.27366117132064816,1.273671310629515,40.3537,146.387,0.009243,0.03192384157728467,4666.3,0.5241917363127659,0.5396224832780114,48.5,63.0,6.8,75,60.0,Mult(100%),,,,,,,,,,,,,,,
AMZO34,AMAZON      DRN,BDR,BDR Tech (EUA),62.89,59.75,-0.0499,46.2,Neutro,0.24285,0.11060112060547897,0.23062556142631577,0.40024555312959276,31.603014,4.934,,0.11731283601806397,701283.85,0.13766282160631338,0.0319987004739577,48.5,72.0,6.8,60,60.0,Mult(100%),,,,,,,,,,,,,,,
AXIA6,AXIA ENERGIAPNB     N1,Ação,outros,55.78,,,46.0,Neutro,0.07862,0.04892748493683437,0.0875169715471009,16.841715105014337,12.677272,16.073,0.104697,0.06604806530225593,983600.0,-0.1320989311843297,0.0028629728939344457,50.0,30.0,50.0,40,100.0,N/A,,,,,,,,,,,,,,,
JPMC34,JPMORGAN    DRN,BDR,BDR Financeiro (EUA),168.27,159.86,-0.05,46.0,Neutro,0.16465001,,0.43741,,15.523063,,0.01248,0.12497052294076494,39861.8,0.12490018675328773,0.012254550317833068,48.5,77.0,6.8,50,60.0,Mult(100%),,,,,,,,,,,,,,,
CBAV3,CBA         ON      NM,Ação,outros,10.75,13.69,0.2735,45.8,Neutro,0.05051,0.004887115682185816,0.1742880168924143,2.1064968774930115,56.57895,11.35,0.003721,-0.0013552452827229056,2841870.0,0.03500007253691706,0.7581515890162942,50.0,37.0,24.0,70,100.0,DCF(18%) + Mult(81%),,,,,,,,,,,,,,,
ALOS3,ALLOS       ON      NM,Ação,outros,26.55,21.56,-0.1881,45.5,Neutro,0.068569995,0.045126048751370364,0.8672385703782931,2.4355887231717985,15.993976,9.041,0.131827,0.3702408540241322,6517320.0,-0.07310134996424544,-0.05142317740906599,50.0,67.0,9.0,43,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
RECR11,FII REC RECECI,FII,Fundos Imobiliários,80.99,,,45.4,Neutro,,,,,,,0.165699,,47358.95,0.06438037152321141,0.09479624485269911,45.8,30.4,50.0,57,60.0,FII-DY,,,,,,,,,,,,,-2.32,0.7681,papel
MDIA3,M.DIASBRANCOON      NM,Ação,Alimentos & Bebidas,17.37,19.57,0.1268,45.3,Neutro,0.0854,0.06061418970310035,0.12493863501274437,-0.3557516450635059,8.432039,5.471,0.020725,0.010045740902856481,620235.0,-0.20354584510932205,-0.3111646836774188,45.3,55.0,43.0,15,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
M1TA34,META PLAT   DRN ED,BDR,BDR Tech (EUA),106.75,101.41,-0.05,45.2,Neutro,0.32930002,0.20719561799997735,0.5260243026183533,0.4542866061884536,20.972494,70.88,0.002529,0.19893831442939258,232934.55,-0.08702328688519134,-0.14970674714914667,48.5,87.0,6.8,28,60.0,Mult(100%),,,,,,,,,,,,,,,
FRAS3,"FRAS,LE     ON      N1",Ação,outros,21.21,18.57,-0.1244,45.2,Neutro,0.1121,0.10951641015022452,0.16231466078831108,1.9651747545582048,23.566666,8.424,0.034889,0.21542083329835693,181980.0,0.00047161892327296506,-0.1400494372193405,50.0,73.0,4.8,38,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
TRXF11,FII TRX REALCI,FII,Fundos Imobiliários,91.77,,,45.1,Neutro,,,,,,,0.121608,,230199.25,0.029569240621794668,-0.02616774882601114,45.8,36.5,50.0,45,60.0,FII-DY,,,,,,,,,,,,,-2.39,0.824,renda_urbana
ALUP11,ALUPAR      UNT     N2,Ação,Utilities (Energia),30.95,37.18,0.2014,45.0,Neutro,0.12679,0.08804380086192866,0.8535393051611423,3.176957221094762,7.416727,8.477,0.027141,0.04682691451625831,940660.0,-0.1048972751262306,-0.08425902286283271,46.1,51.0,34.0,33,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
VALE3,VALE        ON      NM,Ação,Mineração & Siderurgia,80.75,56.98,-0.2944,45.0,Viés Ruim,0.068390004,0.15616796695731985,0.25516235710751767,1.4724971935911828,23.61111,5.565,0.085449,-0.04316988050205395,16715800.0,0.024226328650797102,0.18155385001814062,44.8,63.0,0.0,72,100.0,Mult(100%),,,,,,,,,,,,,,,
GTWR11,FII G TOWERSCI,FII,Fundos Imobiliários,79.34,,,45.0,Neutro,,,,,,,0.136123,,9477.9,-0.03613341577457019,0.08603895713962717,45.8,34.8,50.0,47,60.0,FII-DY,,,,,,,,,,,,,-0.68,0.9904,outros
A1MD34,ADVANCED MICDRN,BDR,BDR Tech (EUA),347.67,,,45.0,Neutro,0.08063,0.039767726360774455,0.21002338404688356,-0.23257731958762887,178.29231,609.261,,0.13643599335368428,99336.7,1.7127809261332234,1.4194155936757467,48.5,65.0,0.0,75,60.0,N/A,,,,,,,,,,,,,,,
TAEE11,TAESA       UNT     N2,Ação,Utilities (Energia),39.3,38.55,-0.019,44.9,Neutro,0.20559,0.08430758216030329,0.5790701914075197,3.821525750218659,39.3,10.234,0.083461,0.2090241036104803,1429180.0,-0.04510933927620886,-0.037659791677545074,46.1,66.0,15.2,55,50.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
PRIO3,PRIO        ON      NM,Ação,Petróleo & Gás,57.2,34.73,-0.3929,44.9,Viés Ruim,0.09729999,0.019399768168428637,0.4503487560286347,3.4705937419717854,17.333334,7.225,,0.33202931651952583,8965690.0,-0.0434782359078989,0.44480930897901105,44.7,61.0,0.0,75,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
INTB3,INTELBRAS   ON      NM,Ação,Tecnologia & Software,12.84,12.34,-0.0386,44.8,Neutro,0.18765,0.06953674314125538,0.15730703601644613,-0.25874333177985004,7.2954545,6.896,0.109034,0.0176241186768884,2254970.0,-0.11080328769323544,0.02046993389164764,46.3,60.0,16.8,45,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
HGCR11,FII HGCR PAXCI,FII,Fundos Imobiliários,93.27,,,44.8,Neutro,,,,,,,0.122226,,31204.35,-0.0023339917747191574,0.06258342525666327,45.8,34.1,50.0,47,60.0,FII-DY,,,,,,,,,,,,,-1.44,0.9548,outros
